Time (s), df/f, epoch
916.5148, -0.0146, 1
916.5248, -0.0115, 1
916.5348, -0.0083, 1
916.5448, -0.0086, 1
916.5548, -0.0095, 1
916.5648, -0.0095, 1
916.5748, -0.0110, 1
916.5848, -0.0130, 1
916.5948, -0.0140, 1
916.6048, -0.0127, 1
916.6148, -0.0120, 1
916.6248, -0.0126, 1
916.6348, -0.0136, 1
916.6448, -0.0135, 1
916.6548, -0.0133, 1
916.6648, -0.0120, 1
916.6748, -0.0094, 1
916.6848, -0.0079, 1
916.6948, -0.0107, 1
916.7048, -0.0141, 1
916.7148, -0.0149, 1
916.7248, -0.0139, 1
916.7348, -0.0138, 1
916.7448, -0.0142, 1
916.7548, -0.0142, 1
916.7648, -0.0141, 1
916.7748, -0.0146, 1
916.7848, -0.0124, 1
916.7948, -0.0089, 1
916.8048, -0.0085, 1
916.8148, -0.0091, 1
916.8248, -0.0092, 1
916.8348, -0.0091, 1
916.8448, -0.0115, 1
916.8548, -0.0112, 1
916.8648, -0.0088, 1
916.8748, -0.0083, 1
916.8848, -0.0116, 1
916.8948, -0.0159, 1
916.9048, -0.0190, 1
916.9148, -0.0203, 1
916.9248, -0.0195, 1
916.9348, -0.0164, 1
916.9448, -0.0141, 1
916.9548, -0.0135, 1
916.9648, -0.0137, 1
916.9748, -0.0135, 1
916.9848, -0.0132, 1
916.9948, -0.0143, 1
917.0048, -0.0149, 1
917.0148, -0.0144, 1
917.0248, -0.0143, 1
917.0348, -0.0156, 1
917.0448, -0.0138, 1
917.0548, -0.0114, 1
917.0648, -0.0098, 1
917.0748, -0.0103, 1
917.0848, -0.0113, 1
917.0948, -0.0129, 1
917.1048, -0.0143, 1
917.1148, -0.0159, 1
917.1248, -0.0125, 1
917.1348, -0.0103, 1
917.1448, -0.0104, 1
917.1548, -0.0110, 1
917.1648, -0.0127, 1
917.1748, -0.0141, 1
917.1848, -0.0134, 1
917.1948, -0.0129, 1
917.2048, -0.0100, 1
917.2148, -0.0077, 1
917.2248, -0.0085, 1
917.2348, -0.0102, 1
917.2448, -0.0128, 1
917.2548, -0.0145, 1
917.2648, -0.0140, 1
917.2748, -0.0120, 1
917.2848, -0.0127, 1
917.2948, -0.0151, 1
917.3048, -0.0167, 1
917.3148, -0.0163, 1
917.3248, -0.0151, 1
917.3348, -0.0134, 1
917.3448, -0.0111, 1
917.3548, -0.0099, 1
917.3648, -0.0127, 1
917.3748, -0.0162, 1
917.3848, -0.0153, 1
917.3948, -0.0119, 1
917.4048, -0.0089, 1
917.4148, -0.0062, 1
917.4248, -0.0045, 1
917.4348, -0.0076, 1
917.4448, -0.0110, 1
917.4548, -0.0117, 1
917.4648, -0.0104, 1
917.4748, -0.0111, 1
917.4848, -0.0119, 1
917.4948, -0.0118, 1
917.5048, -0.0123, 1
917.5148, -0.0148, 1
917.5248, -0.0158, 1
917.5348, -0.0143, 1
917.5448, -0.0134, 1
917.5548, -0.0137, 1
917.5648, -0.0136, 1
917.5748, -0.0124, 1
917.5848, -0.0116, 1
917.5948, -0.0108, 1
917.6048, -0.0095, 1
917.6148, -0.0089, 1
917.6248, -0.0114, 1
917.6348, -0.0136, 1
917.6448, -0.0140, 1
917.6548, -0.0137, 1
917.6648, -0.0150, 1
917.6748, -0.0156, 1
917.6848, -0.0149, 1
917.6948, -0.0143, 1
917.7048, -0.0156, 1
917.7148, -0.0132, 1
917.7248, -0.0095, 1
917.7348, -0.0104, 1
917.7448, -0.0118, 1
917.7548, -0.0134, 1
917.7648, -0.0148, 1
917.7748, -0.0145, 1
917.7848, -0.0120, 1
917.7948, -0.0085, 1
917.8048, -0.0074, 1
917.8148, -0.0085, 1
917.8248, -0.0117, 1
917.8348, -0.0153, 1
917.8448, -0.0139, 1
917.8548, -0.0133, 1
917.8648, -0.0139, 1
917.8748, -0.0128, 1
917.8848, -0.0121, 1
917.8948, -0.0117, 1
917.9048, -0.0109, 1
917.9148, -0.0102, 1
917.9248, -0.0098, 1
917.9348, -0.0095, 1
917.9448, -0.0096, 1
917.9548, -0.0112, 1
917.9648, -0.0142, 1
917.9748, -0.0149, 1
917.9848, -0.0143, 1
917.9948, -0.0142, 1
918.0048, -0.0138, 1
918.0148, -0.0133, 1
918.0248, -0.0161, 1
918.0348, -0.0196, 1
918.0448, -0.0221, 1
918.0548, -0.0216, 1
918.0648, -0.0196, 1
918.0748, -0.0179, 1
918.0848, -0.0152, 1
918.0948, -0.0127, 1
918.1048, -0.0136, 1
918.1148, -0.0158, 1
918.1248, -0.0167, 1
918.1348, -0.0175, 1
918.1448, -0.0188, 1
918.1548, -0.0202, 1
918.1648, -0.0203, 1
918.1748, -0.0208, 1
918.1848, -0.0220, 1
918.1948, -0.0215, 1
918.2048, -0.0188, 1
918.2148, -0.0182, 1
918.2248, -0.0189, 1
918.2348, -0.0197, 1
918.2448, -0.0207, 1
918.2548, -0.0230, 1
918.2648, -0.0238, 1
918.2748, -0.0217, 1
918.2848, -0.0203, 1
918.2948, -0.0212, 1
918.3048, -0.0226, 1
918.3148, -0.0219, 1
918.3248, -0.0233, 1
918.3348, -0.0232, 1
918.3448, -0.0211, 1
918.3548, -0.0199, 1
918.3648, -0.0224, 1
918.3748, -0.0238, 1
918.3848, -0.0228, 1
918.3948, -0.0200, 1
918.4048, -0.0175, 1
918.4148, -0.0153, 1
918.4248, -0.0130, 1
918.4348, -0.0116, 1
918.4448, -0.0127, 1
918.4548, -0.0134, 1
918.4648, -0.0135, 1
918.4748, -0.0143, 1
918.4848, -0.0148, 1
918.4948, -0.0139, 1
918.5048, -0.0134, 1
918.5148, -0.0149, 1
918.5248, -0.0180, 1
918.5348, -0.0193, 1
918.5448, -0.0190, 1
918.5548, -0.0206, 1
918.5648, -0.0212, 1
918.5748, -0.0214, 1
918.5848, -0.0233, 1
918.5948, -0.0259, 1
918.6048, -0.0261, 1
918.6148, -0.0250, 1
918.6248, -0.0235, 1
918.6348, -0.0214, 1
918.6448, -0.0172, 1
918.6548, -0.0145, 1
918.6648, -0.0141, 1
918.6748, -0.0146, 1
918.6848, -0.0145, 1
918.6948, -0.0152, 1
918.7048, -0.0168, 1
918.7148, -0.0170, 1
918.7248, -0.0153, 1
918.7348, -0.0133, 1
918.7448, -0.0124, 1
918.7548, -0.0128, 1
918.7648, -0.0153, 1
918.7748, -0.0196, 1
918.7848, -0.0232, 1
918.7948, -0.0230, 1
918.8048, -0.0210, 1
918.8148, -0.0186, 1
918.8248, -0.0173, 1
918.8348, -0.0176, 1
918.8448, -0.0197, 1
918.8548, -0.0228, 1
918.8648, -0.0246, 1
918.8748, -0.0240, 1
918.8848, -0.0234, 1
918.8948, -0.0249, 1
918.9048, -0.0249, 1
918.9148, -0.0240, 1
918.9248, -0.0216, 1
918.9348, -0.0179, 1
918.9448, -0.0132, 1
918.9548, -0.0128, 1
918.9648, -0.0154, 1
918.9748, -0.0189, 1
918.9848, -0.0203, 1
918.9948, -0.0212, 1
919.0048, -0.0205, 1
919.0148, -0.0189, 1
919.0248, -0.0172, 1
919.0348, -0.0175, 1
919.0448, -0.0174, 1
919.0548, -0.0158, 1
919.0648, -0.0135, 1
919.0748, -0.0124, 1
919.0848, -0.0107, 1
919.0948, -0.0088, 1
919.1048, -0.0093, 1
919.1148, -0.0109, 1
919.1248, -0.0121, 1
919.1348, -0.0109, 1
919.1448, -0.0098, 1
919.1548, -0.0098, 1
919.1648, -0.0116, 1
919.1748, -0.0147, 1
919.1848, -0.0185, 1
919.1948, -0.0172, 1
919.2048, -0.0130, 1
919.2148, -0.0094, 1
919.2248, -0.0103, 1
919.2348, -0.0126, 1
919.2448, -0.0142, 1
919.2548, -0.0143, 1
919.2648, -0.0126, 1
919.2748, -0.0089, 1
919.2848, -0.0071, 1
919.2948, -0.0086, 1
919.3048, -0.0101, 1
919.3148, -0.0110, 1
919.3248, -0.0117, 1
919.3348, -0.0120, 1
919.3448, -0.0110, 1
919.3548, -0.0096, 1
919.3648, -0.0090, 1
919.3748, -0.0109, 1
919.3848, -0.0108, 1
919.3948, -0.0090, 1
919.4048, -0.0073, 1
919.4148, -0.0072, 1
919.4248, -0.0075, 1
919.4348, -0.0093, 1
919.4448, -0.0135, 1
919.4548, -0.0157, 1
919.4648, -0.0139, 1
919.4748, -0.0105, 1
919.4848, -0.0104, 1
919.4948, -0.0120, 1
919.5048, -0.0142, 1
919.5148, -0.0173, 1
919.5248, -0.0191, 1
919.5348, -0.0166, 1
919.5448, -0.0136, 1
919.5548, -0.0115, 1
919.5648, -0.0110, 1
919.5748, -0.0104, 1
919.5848, -0.0116, 1
919.5948, -0.0131, 1
919.6048, -0.0127, 1
919.6148, -0.0105, 1
919.6248, -0.0099, 1
919.6348, -0.0102, 1
919.6448, -0.0097, 1
919.6548, -0.0084, 1
919.6648, -0.0068, 1
919.6748, -0.0059, 1
919.6848, -0.0062, 1
919.6948, -0.0085, 1
919.7048, -0.0126, 1
919.7148, -0.0150, 1
919.7248, -0.0131, 1
919.7348, -0.0103, 1
919.7448, -0.0090, 1
919.7548, -0.0077, 1
919.7648, -0.0055, 1
919.7748, -0.0097, 1
919.7848, -0.0133, 1
919.7948, -0.0131, 1
919.8048, -0.0114, 1
919.8148, -0.0102, 1
919.8248, -0.0104, 1
919.8348, -0.0104, 1
919.8448, -0.0101, 1
919.8548, -0.0110, 1
919.8648, -0.0111, 1
919.8748, -0.0104, 1
919.8848, -0.0111, 1
919.8948, -0.0128, 1
919.9048, -0.0144, 1
919.9148, -0.0152, 1
919.9248, -0.0155, 1
919.9348, -0.0140, 1
919.9448, -0.0110, 1
919.9548, -0.0093, 1
919.9648, -0.0111, 1
919.9748, -0.0137, 1
919.9848, -0.0149, 1
919.9948, -0.0151, 1
920.0048, -0.0156, 1
920.0148, -0.0147, 1
920.0248, -0.0135, 1
920.0348, -0.0145, 1
920.0448, -0.0167, 1
920.0548, -0.0172, 1
920.0648, -0.0156, 1
920.0748, -0.0132, 1
920.0848, -0.0112, 1
920.0948, -0.0105, 1
920.1048, -0.0115, 1
920.1148, -0.0145, 1
920.1248, -0.0143, 1
920.1348, -0.0132, 1
920.1448, -0.0108, 1
920.1548, -0.0095, 1
920.1648, -0.0076, 1
920.1748, -0.0066, 1
920.1848, -0.0073, 1
920.1948, -0.0090, 1
920.2048, -0.0097, 1
920.2148, -0.0107, 1
920.2248, -0.0117, 1
920.2348, -0.0119, 1
920.2448, -0.0120, 1
920.2548, -0.0129, 1
920.2648, -0.0134, 1
920.2748, -0.0107, 1
920.2848, -0.0077, 1
920.2948, -0.0084, 1
920.3048, -0.0132, 1
920.3148, -0.0161, 1
920.3248, -0.0168, 1
920.3348, -0.0150, 1
920.3448, -0.0138, 1
920.3548, -0.0120, 1
920.3648, -0.0114, 1
920.3748, -0.0117, 1
920.3848, -0.0106, 1
920.3948, -0.0096, 1
920.4048, -0.0084, 1
920.4148, -0.0073, 1
920.4248, -0.0065, 1
920.4348, -0.0066, 1
920.4448, -0.0091, 1
920.4548, -0.0119, 1
920.4648, -0.0123, 1
920.4748, -0.0113, 1
920.4848, -0.0101, 1
920.4948, -0.0090, 1
920.5048, -0.0086, 1
920.5148, -0.0100, 1
920.5248, -0.0111, 1
920.5348, -0.0102, 1
920.5448, -0.0078, 1
920.5548, -0.0082, 1
920.5648, -0.0091, 1
920.5748, -0.0070, 1
920.5848, -0.0057, 1
920.5948, -0.0072, 1
920.6048, -0.0068, 1
920.6148, -0.0048, 1
920.6248, -0.0040, 1
920.6348, -0.0044, 1
920.6448, -0.0073, 1
920.6548, -0.0082, 1
920.6648, -0.0096, 1
920.6748, -0.0095, 1
920.6848, -0.0078, 1
920.6948, -0.0061, 1
920.7048, -0.0076, 1
920.7148, -0.0088, 1
920.7248, -0.0094, 1
920.7348, -0.0098, 1
920.7448, -0.0107, 1
920.7548, -0.0099, 1
920.7648, -0.0095, 1
920.7748, -0.0096, 1
920.7848, -0.0114, 1
920.7948, -0.0130, 1
920.8048, -0.0128, 1
920.8148, -0.0114, 1
920.8248, -0.0099, 1
920.8348, -0.0086, 1
920.8448, -0.0097, 1
920.8548, -0.0131, 1
920.8648, -0.0159, 1
920.8748, -0.0167, 1
920.8848, -0.0168, 1
920.8948, -0.0180, 1
920.9048, -0.0166, 1
920.9148, -0.0149, 1
920.9248, -0.0123, 1
920.9348, -0.0106, 1
920.9448, -0.0068, 1
920.9548, -0.0044, 1
920.9648, -0.0057, 1
920.9748, -0.0080, 1
920.9848, -0.0106, 1
920.9948, -0.0111, 1
921.0048, -0.0104, 1
921.0148, -0.0088, 1
921.0248, -0.0078, 1
921.0348, -0.0090, 1
921.0448, -0.0102, 1
921.0548, -0.0096, 1
921.0648, -0.0078, 1
921.0748, -0.0062, 1
921.0848, -0.0054, 1
921.0948, -0.0046, 1
921.1048, -0.0045, 1
921.1148, -0.0059, 1
921.1248, -0.0070, 1
921.1348, -0.0056, 1
921.1448, -0.0033, 1
921.1548, -0.0031, 1
921.1648, -0.0037, 1
921.1748, -0.0048, 1
921.1848, -0.0054, 1
921.1948, -0.0080, 1
921.2048, -0.0080, 1
921.2148, -0.0079, 1
921.2248, -0.0072, 1
921.2348, -0.0078, 1
921.2448, -0.0071, 1
921.2548, -0.0066, 1
921.2648, -0.0081, 1
921.2748, -0.0077, 1
921.2848, -0.0059, 1
921.2948, -0.0066, 1
921.3048, -0.0089, 1
921.3148, -0.0116, 1
921.3248, -0.0135, 1
921.3348, -0.0163, 1
921.3448, -0.0184, 1
921.3548, -0.0185, 1
921.3648, -0.0173, 1
921.3748, -0.0166, 1
921.3848, -0.0164, 1
921.3948, -0.0155, 1
921.4048, -0.0138, 1
921.4148, -0.0122, 1
921.4248, -0.0104, 1
921.4348, -0.0091, 1
921.4448, -0.0103, 1
921.4548, -0.0113, 1
921.4648, -0.0111, 1
921.4748, -0.0111, 1
921.4848, -0.0121, 1
921.4948, -0.0132, 1
921.5048, -0.0145, 1
921.5148, -0.0154, 1
921.5248, -0.0170, 1
921.5348, -0.0159, 1
921.5448, -0.0124, 1
921.5548, -0.0104, 1
921.5648, -0.0094, 1
921.5748, -0.0104, 1
921.5848, -0.0122, 1
921.5948, -0.0149, 1
921.6048, -0.0174, 1
921.6148, -0.0166, 1
921.6248, -0.0140, 1
921.6348, -0.0120, 1
921.6448, -0.0115, 1
921.6548, -0.0126, 1
921.6648, -0.0153, 1
921.6748, -0.0190, 1
921.6848, -0.0215, 1
921.6948, -0.0227, 1
921.7048, -0.0236, 1
921.7148, -0.0239, 1
921.7248, -0.0226, 1
921.7348, -0.0200, 1
921.7448, -0.0183, 1
921.7548, -0.0161, 1
921.7648, -0.0140, 1
921.7748, -0.0136, 1
921.7848, -0.0145, 1
921.7948, -0.0142, 1
921.8048, -0.0132, 1
921.8148, -0.0118, 1
921.8248, -0.0110, 1
921.8348, -0.0114, 1
921.8448, -0.0125, 1
921.8548, -0.0131, 1
921.8648, -0.0154, 1
921.8748, -0.0134, 1
921.8848, -0.0119, 1
921.8948, -0.0106, 1
921.9048, -0.0112, 1
921.9148, -0.0126, 1
921.9248, -0.0149, 1
921.9348, -0.0168, 1
921.9448, -0.0167, 1
921.9548, -0.0146, 1
921.9648, -0.0131, 1
921.9748, -0.0132, 1
921.9848, -0.0135, 1
921.9948, -0.0136, 1
922.0048, -0.0146, 1
922.0148, -0.0161, 1
922.0248, -0.0160, 1
922.0348, -0.0169, 1
922.0448, -0.0182, 1
922.0548, -0.0171, 1
922.0648, -0.0153, 1
922.0748, -0.0144, 1
922.0848, -0.0137, 1
922.0948, -0.0124, 1
922.1048, -0.0086, 1
922.1148, -0.0096, 1
922.1248, -0.0123, 1
922.1348, -0.0135, 1
922.1448, -0.0144, 1
922.1548, -0.0139, 1
922.1648, -0.0136, 1
922.1748, -0.0137, 1
922.1848, -0.0154, 1
922.1948, -0.0166, 1
922.2048, -0.0151, 1
922.2148, -0.0123, 1
922.2248, -0.0103, 1
922.2348, -0.0100, 1
922.2448, -0.0103, 1
922.2548, -0.0110, 1
922.2648, -0.0122, 1
922.2748, -0.0119, 1
922.2848, -0.0106, 1
922.2948, -0.0103, 1
922.3048, -0.0111, 1
922.3148, -0.0131, 1
922.3248, -0.0146, 1
922.3348, -0.0158, 1
922.3448, -0.0155, 1
922.3548, -0.0136, 1
922.3648, -0.0110, 1
922.3748, -0.0122, 1
922.3848, -0.0135, 1
922.3948, -0.0134, 1
922.4048, -0.0136, 1
922.4148, -0.0151, 1
922.4248, -0.0147, 1
922.4348, -0.0126, 1
922.4448, -0.0131, 1
922.4548, -0.0158, 1
922.4648, -0.0181, 1
922.4748, -0.0193, 1
922.4848, -0.0181, 1
922.4948, -0.0167, 1
922.5048, -0.0160, 1
922.5148, -0.0174, 1
922.5248, -0.0199, 1
922.5348, -0.0208, 1
922.5448, -0.0191, 1
922.5548, -0.0164, 1
922.5648, -0.0151, 1
922.5748, -0.0143, 1
922.5848, -0.0131, 1
922.5948, -0.0127, 1
922.6048, -0.0138, 1
922.6148, -0.0138, 1
922.6248, -0.0140, 1
922.6348, -0.0150, 1
922.6448, -0.0171, 1
922.6548, -0.0188, 1
922.6648, -0.0188, 1
922.6748, -0.0185, 1
922.6848, -0.0164, 1
922.6948, -0.0123, 1
922.7048, -0.0112, 1
922.7148, -0.0133, 1
922.7248, -0.0153, 1
922.7348, -0.0157, 1
922.7448, -0.0159, 1
922.7548, -0.0145, 1
922.7648, -0.0131, 1
922.7748, -0.0121, 1
922.7848, -0.0129, 1
922.7948, -0.0146, 1
922.8048, -0.0146, 1
922.8148, -0.0139, 1
922.8248, -0.0131, 1
922.8348, -0.0124, 1
922.8448, -0.0116, 1
922.8548, -0.0120, 1
922.8648, -0.0140, 1
922.8748, -0.0150, 1
922.8848, -0.0148, 1
922.8948, -0.0140, 1
922.9048, -0.0128, 1
922.9148, -0.0112, 1
922.9248, -0.0117, 1
922.9348, -0.0142, 1
922.9448, -0.0166, 1
922.9548, -0.0167, 1
922.9648, -0.0175, 1
922.9748, -0.0181, 1
922.9848, -0.0169, 1
922.9948, -0.0140, 1
923.0048, -0.0126, 1
923.0148, -0.0130, 1
923.0248, -0.0150, 1
923.0348, -0.0170, 1
923.0448, -0.0213, 1
923.0548, -0.0232, 1
923.0648, -0.0233, 1
923.0748, -0.0228, 1
923.0848, -0.0234, 1
923.0948, -0.0232, 1
923.1048, -0.0223, 1
923.1148, -0.0225, 1
923.1248, -0.0225, 1
923.1348, -0.0206, 1
923.1448, -0.0171, 1
923.1548, -0.0141, 1
923.1648, -0.0129, 1
923.1748, -0.0143, 1
923.1848, -0.0157, 1
923.1948, -0.0177, 1
923.2048, -0.0175, 1
923.2148, -0.0154, 1
923.2248, -0.0139, 1
923.2348, -0.0134, 1
923.2448, -0.0125, 1
923.2548, -0.0122, 1
923.2648, -0.0141, 1
923.2748, -0.0176, 1
923.2848, -0.0197, 1
923.2948, -0.0199, 1
923.3048, -0.0215, 1
923.3148, -0.0219, 1
923.3248, -0.0221, 1
923.3348, -0.0230, 1
923.3448, -0.0231, 1
923.3548, -0.0208, 1
923.3648, -0.0161, 1
923.3748, -0.0127, 1
923.3848, -0.0131, 1
923.3948, -0.0145, 1
923.4048, -0.0157, 1
923.4148, -0.0166, 1
923.4248, -0.0153, 1
923.4348, -0.0132, 1
923.4448, -0.0137, 1
923.4548, -0.0160, 1
923.4648, -0.0178, 1
923.4748, -0.0186, 1
923.4848, -0.0185, 1
923.4948, -0.0194, 1
923.5048, -0.0189, 1
923.5148, -0.0196, 1
923.5248, -0.0209, 1
923.5348, -0.0197, 1
923.5448, -0.0180, 1
923.5548, -0.0172, 1
923.5648, -0.0166, 1
923.5748, -0.0175, 1
923.5848, -0.0195, 1
923.5948, -0.0230, 1
923.6048, -0.0249, 1
923.6148, -0.0240, 1
923.6248, -0.0201, 1
923.6348, -0.0170, 1
923.6448, -0.0148, 1
923.6548, -0.0130, 1
923.6648, -0.0129, 1
923.6748, -0.0152, 1
923.6848, -0.0182, 1
923.6948, -0.0195, 1
923.7048, -0.0210, 1
923.7148, -0.0232, 1
923.7248, -0.0245, 1
923.7348, -0.0239, 1
923.7448, -0.0229, 1
923.7548, -0.0226, 1
923.7648, -0.0227, 1
923.7748, -0.0228, 1
923.7848, -0.0248, 1
923.7948, -0.0253, 1
923.8048, -0.0243, 1
923.8148, -0.0227, 1
923.8248, -0.0206, 1
923.8348, -0.0187, 1
923.8448, -0.0179, 1
923.8548, -0.0187, 1
923.8648, -0.0202, 1
923.8748, -0.0207, 1
923.8848, -0.0198, 1
923.8948, -0.0190, 1
923.9048, -0.0190, 1
923.9148, -0.0179, 1
923.9248, -0.0179, 1
923.9348, -0.0197, 1
923.9448, -0.0203, 1
923.9548, -0.0195, 1
923.9648, -0.0192, 1
923.9748, -0.0201, 1
923.9848, -0.0205, 1
923.9948, -0.0201, 1
924.0048, -0.0196, 1
924.0148, -0.0203, 1
924.0248, -0.0205, 1
924.0348, -0.0197, 1
924.0448, -0.0194, 1
924.0548, -0.0184, 1
924.0648, -0.0171, 1
924.0748, -0.0168, 1
924.0848, -0.0178, 1
924.0948, -0.0185, 1
924.1048, -0.0168, 1
924.1148, -0.0151, 1
924.1248, -0.0162, 1
924.1348, -0.0174, 1
924.1448, -0.0183, 1
924.1548, -0.0188, 1
924.1648, -0.0182, 1
924.1748, -0.0198, 1
924.1848, -0.0212, 1
924.1948, -0.0211, 1
924.2048, -0.0204, 1
924.2148, -0.0187, 1
924.2248, -0.0166, 1
924.2348, -0.0151, 1
924.2448, -0.0142, 1
924.2548, -0.0138, 1
924.2648, -0.0160, 1
924.2748, -0.0192, 1
924.2848, -0.0210, 1
924.2948, -0.0210, 1
924.3048, -0.0199, 1
924.3148, -0.0191, 1
924.3248, -0.0196, 1
924.3348, -0.0210, 1
924.3448, -0.0229, 1
924.3548, -0.0234, 1
924.3648, -0.0218, 1
924.3748, -0.0211, 1
924.3848, -0.0217, 1
924.3948, -0.0225, 1
924.4048, -0.0227, 1
924.4148, -0.0231, 1
924.4248, -0.0225, 1
924.4348, -0.0204, 1
924.4448, -0.0184, 1
924.4548, -0.0196, 1
924.4648, -0.0211, 1
924.4748, -0.0207, 1
924.4848, -0.0195, 1
924.4948, -0.0184, 1
924.5048, -0.0178, 1
924.5148, -0.0182, 1
924.5248, -0.0201, 1
924.5348, -0.0220, 1
924.5448, -0.0227, 1
924.5548, -0.0230, 1
924.5648, -0.0242, 1
924.5748, -0.0253, 1
924.5848, -0.0257, 1
924.5948, -0.0257, 1
924.6048, -0.0260, 1
924.6148, -0.0253, 1
924.6248, -0.0226, 1
924.6348, -0.0209, 1
924.6448, -0.0202, 1
924.6548, -0.0194, 1
924.6648, -0.0191, 1
924.6748, -0.0200, 1
924.6848, -0.0213, 1
924.6948, -0.0203, 1
924.7048, -0.0169, 1
924.7148, -0.0159, 1
924.7248, -0.0171, 1
924.7348, -0.0182, 1
924.7448, -0.0191, 1
924.7548, -0.0194, 1
924.7648, -0.0168, 1
924.7748, -0.0141, 1
924.7848, -0.0132, 1
924.7948, -0.0155, 1
924.8048, -0.0178, 1
924.8148, -0.0183, 1
924.8248, -0.0197, 1
924.8348, -0.0201, 1
924.8448, -0.0190, 1
924.8548, -0.0183, 1
924.8648, -0.0188, 1
924.8748, -0.0189, 1
924.8848, -0.0176, 1
924.8948, -0.0160, 1
924.9048, -0.0152, 1
924.9148, -0.0151, 1
924.9248, -0.0157, 1
924.9348, -0.0165, 1
924.9448, -0.0170, 1
924.9548, -0.0157, 1
924.9648, -0.0133, 1
924.9748, -0.0143, 1
924.9848, -0.0169, 1
924.9948, -0.0189, 1
925.0048, -0.0219, 1
925.0148, -0.0239, 1
925.0248, -0.0243, 1
925.0348, -0.0225, 1
925.0448, -0.0222, 1
925.0548, -0.0238, 1
925.0648, -0.0251, 1
925.0748, -0.0268, 1
925.0848, -0.0272, 1
925.0948, -0.0269, 1
925.1048, -0.0247, 1
925.1148, -0.0231, 1
925.1248, -0.0233, 1
925.1348, -0.0234, 1
925.1448, -0.0234, 1
925.1548, -0.0238, 1
925.1648, -0.0242, 1
925.1748, -0.0239, 1
925.1848, -0.0228, 1
925.1948, -0.0229, 1
925.2048, -0.0239, 1
925.2148, -0.0240, 1
925.2248, -0.0257, 1
925.2348, -0.0274, 1
925.2448, -0.0277, 1
925.2548, -0.0264, 1
925.2648, -0.0247, 1
925.2748, -0.0244, 1
925.2848, -0.0247, 1
925.2948, -0.0232, 1
925.3048, -0.0228, 1
925.3148, -0.0237, 1
925.3248, -0.0254, 1
925.3348, -0.0275, 1
925.3448, -0.0288, 1
925.3548, -0.0283, 1
925.3648, -0.0253, 1
925.3748, -0.0238, 1
925.3848, -0.0254, 1
925.3948, -0.0280, 1
925.4048, -0.0303, 1
925.4148, -0.0315, 1
925.4248, -0.0307, 1
925.4348, -0.0278, 1
925.4448, -0.0244, 1
925.4548, -0.0235, 1
925.4648, -0.0243, 1
925.4748, -0.0251, 1
925.4848, -0.0251, 1
925.4948, -0.0249, 1
925.5048, -0.0243, 1
925.5148, -0.0231, 1
925.5248, -0.0235, 1
925.5348, -0.0263, 1
925.5448, -0.0285, 1
925.5548, -0.0283, 1
925.5648, -0.0285, 1
925.5748, -0.0283, 1
925.5848, -0.0269, 1
925.5948, -0.0259, 1
925.6048, -0.0258, 1
925.6148, -0.0264, 1
925.6248, -0.0261, 1
925.6348, -0.0255, 1
925.6448, -0.0272, 1
925.6548, -0.0286, 1
925.6648, -0.0287, 1
925.6748, -0.0288, 1
925.6848, -0.0280, 1
925.6948, -0.0255, 1
925.7048, -0.0238, 1
925.7148, -0.0243, 1
925.7248, -0.0257, 1
925.7348, -0.0270, 1
925.7448, -0.0281, 1
925.7548, -0.0284, 1
925.7648, -0.0268, 1
925.7748, -0.0242, 1
925.7848, -0.0233, 1
925.7948, -0.0248, 1
925.8048, -0.0263, 1
925.8148, -0.0272, 1
925.8248, -0.0271, 1
925.8348, -0.0264, 1
925.8448, -0.0253, 1
925.8548, -0.0242, 1
925.8648, -0.0252, 1
925.8748, -0.0278, 1
925.8848, -0.0278, 1
925.8948, -0.0270, 1
925.9048, -0.0254, 1
925.9148, -0.0240, 1
925.9248, -0.0223, 1
925.9348, -0.0213, 1
925.9448, -0.0210, 1
925.9548, -0.0196, 1
925.9648, -0.0189, 1
925.9748, -0.0185, 1
925.9848, -0.0189, 1
925.9948, -0.0194, 1
926.0048, -0.0196, 1
926.0148, -0.0198, 1
926.0248, -0.0192, 1
926.0348, -0.0170, 1
926.0448, -0.0159, 1
926.0548, -0.0161, 1
926.0648, -0.0170, 1
926.0748, -0.0174, 1
926.0848, -0.0175, 1
926.0948, -0.0179, 1
926.1048, -0.0174, 1
926.1148, -0.0157, 1
926.1248, -0.0158, 1
926.1348, -0.0178, 1
926.1448, -0.0193, 1
926.1548, -0.0197, 1
926.1648, -0.0186, 1
926.1748, -0.0165, 1
926.1848, -0.0146, 1
926.1948, -0.0141, 1
926.2048, -0.0153, 1
926.2148, -0.0170, 1
926.2248, -0.0178, 1
926.2348, -0.0188, 1
926.2448, -0.0181, 1
926.2548, -0.0155, 1
926.2648, -0.0132, 1
926.2748, -0.0142, 1
926.2848, -0.0143, 1
926.2948, -0.0136, 1
926.3048, -0.0139, 1
926.3148, -0.0155, 1
926.3248, -0.0166, 1
926.3348, -0.0159, 1
926.3448, -0.0144, 1
926.3548, -0.0129, 1
926.3648, -0.0110, 1
926.3748, -0.0106, 1
926.3848, -0.0129, 1
926.3948, -0.0152, 1
926.4048, -0.0164, 1
926.4148, -0.0158, 1
926.4248, -0.0154, 1
926.4348, -0.0134, 1
926.4448, -0.0107, 1
926.4548, -0.0097, 1
926.4648, -0.0112, 1
926.4748, -0.0142, 1
926.4848, -0.0162, 1
926.4948, -0.0175, 1
