Time (s), df/f, epoch
24.0748, -0.0179, 1
24.0848, -0.0193, 1
24.0948, -0.0194, 1
24.1048, -0.0174, 1
24.1148, -0.0168, 1
24.1248, -0.0190, 1
24.1348, -0.0205, 1
24.1448, -0.0206, 1
24.1548, -0.0207, 1
24.1648, -0.0205, 1
24.1748, -0.0197, 1
24.1848, -0.0198, 1
24.1948, -0.0210, 1
24.2048, -0.0223, 1
24.2148, -0.0213, 1
24.2248, -0.0194, 1
24.2348, -0.0185, 1
24.2448, -0.0188, 1
24.2548, -0.0190, 1
24.2648, -0.0198, 1
24.2748, -0.0210, 1
24.2848, -0.0201, 1
24.2948, -0.0180, 1
24.3048, -0.0175, 1
24.3148, -0.0197, 1
24.3248, -0.0211, 1
24.3348, -0.0217, 1
24.3448, -0.0220, 1
24.3548, -0.0230, 1
24.3648, -0.0200, 1
24.3748, -0.0192, 1
24.3848, -0.0210, 1
24.3948, -0.0239, 1
24.4048, -0.0266, 1
24.4148, -0.0275, 1
24.4248, -0.0258, 1
24.4348, -0.0223, 1
24.4448, -0.0186, 1
24.4548, -0.0191, 1
24.4648, -0.0225, 1
24.4748, -0.0243, 1
24.4848, -0.0232, 1
24.4948, -0.0207, 1
24.5048, -0.0182, 1
24.5148, -0.0167, 1
24.5248, -0.0176, 1
24.5348, -0.0199, 1
24.5448, -0.0218, 1
24.5548, -0.0204, 1
24.5648, -0.0195, 1
24.5748, -0.0195, 1
24.5848, -0.0201, 1
24.5948, -0.0208, 1
24.6048, -0.0242, 1
24.6148, -0.0253, 1
24.6248, -0.0225, 1
24.6348, -0.0194, 1
24.6448, -0.0180, 1
24.6548, -0.0181, 1
24.6648, -0.0184, 1
24.6748, -0.0191, 1
24.6848, -0.0202, 1
24.6948, -0.0194, 1
24.7048, -0.0187, 1
24.7148, -0.0211, 1
24.7248, -0.0247, 1
24.7348, -0.0278, 1
24.7448, -0.0300, 1
24.7548, -0.0314, 1
24.7648, -0.0305, 1
24.7748, -0.0267, 1
24.7848, -0.0219, 1
24.7948, -0.0197, 1
24.8048, -0.0198, 1
24.8148, -0.0208, 1
24.8248, -0.0230, 1
24.8348, -0.0249, 1
24.8448, -0.0257, 1
24.8548, -0.0264, 1
24.8648, -0.0269, 1
24.8748, -0.0254, 1
24.8848, -0.0239, 1
24.8948, -0.0226, 1
24.9048, -0.0242, 1
24.9148, -0.0247, 1
24.9248, -0.0232, 1
24.9348, -0.0221, 1
24.9448, -0.0224, 1
24.9548, -0.0211, 1
24.9648, -0.0199, 1
24.9748, -0.0198, 1
24.9848, -0.0208, 1
24.9948, -0.0213, 1
25.0048, -0.0223, 1
25.0148, -0.0226, 1
25.0248, -0.0224, 1
25.0348, -0.0215, 1
25.0448, -0.0217, 1
25.0548, -0.0224, 1
25.0648, -0.0226, 1
25.0748, -0.0232, 1
25.0848, -0.0244, 1
25.0948, -0.0253, 1
25.1048, -0.0245, 1
25.1148, -0.0235, 1
25.1248, -0.0242, 1
25.1348, -0.0259, 1
25.1448, -0.0259, 1
25.1548, -0.0247, 1
25.1648, -0.0229, 1
25.1748, -0.0214, 1
25.1848, -0.0185, 1
25.1948, -0.0196, 1
25.2048, -0.0218, 1
25.2148, -0.0218, 1
25.2248, -0.0212, 1
25.2348, -0.0199, 1
25.2448, -0.0190, 1
25.2548, -0.0169, 1
25.2648, -0.0160, 1
25.2748, -0.0184, 1
25.2848, -0.0203, 1
25.2948, -0.0198, 1
25.3048, -0.0179, 1
25.3148, -0.0167, 1
25.3248, -0.0162, 1
25.3348, -0.0167, 1
25.3448, -0.0190, 1
25.3548, -0.0215, 1
25.3648, -0.0223, 1
25.3748, -0.0213, 1
25.3848, -0.0196, 1
25.3948, -0.0187, 1
25.4048, -0.0181, 1
25.4148, -0.0184, 1
25.4248, -0.0196, 1
25.4348, -0.0190, 1
25.4448, -0.0158, 1
25.4548, -0.0156, 1
25.4648, -0.0160, 1
25.4748, -0.0174, 1
25.4848, -0.0174, 1
25.4948, -0.0189, 1
25.5048, -0.0188, 1
25.5148, -0.0172, 1
25.5248, -0.0161, 1
25.5348, -0.0181, 1
25.5448, -0.0198, 1
25.5548, -0.0210, 1
25.5648, -0.0227, 1
25.5748, -0.0251, 1
25.5848, -0.0255, 1
25.5948, -0.0242, 1
25.6048, -0.0224, 1
25.6148, -0.0204, 1
25.6248, -0.0167, 1
25.6348, -0.0133, 1
25.6448, -0.0122, 1
25.6548, -0.0130, 1
25.6648, -0.0132, 1
25.6748, -0.0133, 1
25.6848, -0.0151, 1
25.6948, -0.0155, 1
25.7048, -0.0156, 1
25.7148, -0.0173, 1
25.7248, -0.0202, 1
25.7348, -0.0218, 1
25.7448, -0.0226, 1
25.7548, -0.0220, 1
25.7648, -0.0223, 1
25.7748, -0.0193, 1
25.7848, -0.0164, 1
25.7948, -0.0168, 1
25.8048, -0.0163, 1
25.8148, -0.0146, 1
25.8248, -0.0141, 1
25.8348, -0.0163, 1
25.8448, -0.0177, 1
25.8548, -0.0180, 1
25.8648, -0.0188, 1
25.8748, -0.0196, 1
25.8848, -0.0193, 1
25.8948, -0.0186, 1
25.9048, -0.0181, 1
25.9148, -0.0178, 1
25.9248, -0.0171, 1
25.9348, -0.0170, 1
25.9448, -0.0180, 1
25.9548, -0.0186, 1
25.9648, -0.0176, 1
25.9748, -0.0163, 1
25.9848, -0.0156, 1
25.9948, -0.0151, 1
26.0048, -0.0155, 1
26.0148, -0.0180, 1
26.0248, -0.0211, 1
26.0348, -0.0209, 1
26.0448, -0.0212, 1
26.0548, -0.0220, 1
26.0648, -0.0234, 1
26.0748, -0.0233, 1
26.0848, -0.0224, 1
26.0948, -0.0212, 1
26.1048, -0.0193, 1
26.1148, -0.0162, 1
26.1248, -0.0166, 1
26.1348, -0.0179, 1
26.1448, -0.0193, 1
26.1548, -0.0190, 1
26.1648, -0.0196, 1
26.1748, -0.0202, 1
26.1848, -0.0204, 1
26.1948, -0.0211, 1
26.2048, -0.0222, 1
26.2148, -0.0220, 1
26.2248, -0.0208, 1
26.2348, -0.0202, 1
26.2448, -0.0191, 1
26.2548, -0.0167, 1
26.2648, -0.0147, 1
26.2748, -0.0148, 1
26.2848, -0.0144, 1
26.2948, -0.0127, 1
26.3048, -0.0105, 1
26.3148, -0.0096, 1
26.3248, -0.0106, 1
26.3348, -0.0136, 1
26.3448, -0.0171, 1
26.3548, -0.0194, 1
26.3648, -0.0186, 1
26.3748, -0.0158, 1
26.3848, -0.0152, 1
26.3948, -0.0163, 1
26.4048, -0.0161, 1
26.4148, -0.0162, 1
26.4248, -0.0170, 1
26.4348, -0.0175, 1
26.4448, -0.0159, 1
26.4548, -0.0146, 1
26.4648, -0.0165, 1
26.4748, -0.0183, 1
26.4848, -0.0189, 1
26.4948, -0.0183, 1
26.5048, -0.0169, 1
26.5148, -0.0153, 1
26.5248, -0.0151, 1
26.5348, -0.0174, 1
26.5448, -0.0194, 1
26.5548, -0.0192, 1
26.5648, -0.0180, 1
26.5748, -0.0174, 1
26.5848, -0.0172, 1
26.5948, -0.0165, 1
26.6048, -0.0165, 1
26.6148, -0.0181, 1
26.6248, -0.0171, 1
26.6348, -0.0158, 1
26.6448, -0.0159, 1
26.6548, -0.0158, 1
26.6648, -0.0150, 1
26.6748, -0.0134, 1
26.6848, -0.0121, 1
26.6948, -0.0112, 1
26.7048, -0.0107, 1
26.7148, -0.0122, 1
26.7248, -0.0143, 1
26.7348, -0.0150, 1
26.7448, -0.0151, 1
26.7548, -0.0159, 1
26.7648, -0.0171, 1
26.7748, -0.0173, 1
26.7848, -0.0168, 1
26.7948, -0.0174, 1
26.8048, -0.0190, 1
26.8148, -0.0193, 1
26.8248, -0.0200, 1
26.8348, -0.0210, 1
26.8448, -0.0216, 1
26.8548, -0.0209, 1
26.8648, -0.0206, 1
26.8748, -0.0206, 1
26.8848, -0.0197, 1
26.8948, -0.0175, 1
26.9048, -0.0160, 1
26.9148, -0.0153, 1
26.9248, -0.0147, 1
26.9348, -0.0132, 1
26.9448, -0.0136, 1
26.9548, -0.0145, 1
26.9648, -0.0132, 1
26.9748, -0.0130, 1
26.9848, -0.0153, 1
26.9948, -0.0170, 1
27.0048, -0.0183, 1
27.0148, -0.0203, 1
27.0248, -0.0215, 1
27.0348, -0.0212, 1
27.0448, -0.0197, 1
27.0548, -0.0186, 1
27.0648, -0.0178, 1
27.0748, -0.0168, 1
27.0848, -0.0159, 1
27.0948, -0.0158, 1
27.1048, -0.0147, 1
27.1148, -0.0125, 1
27.1248, -0.0111, 1
27.1348, -0.0115, 1
27.1448, -0.0139, 1
27.1548, -0.0159, 1
27.1648, -0.0183, 1
27.1748, -0.0188, 1
27.1848, -0.0168, 1
27.1948, -0.0150, 1
27.2048, -0.0176, 1
27.2148, -0.0181, 1
27.2248, -0.0171, 1
27.2348, -0.0140, 1
27.2448, -0.0120, 1
27.2548, -0.0121, 1
27.2648, -0.0129, 1
27.2748, -0.0155, 1
27.2848, -0.0187, 1
27.2948, -0.0186, 1
27.3048, -0.0167, 1
27.3148, -0.0161, 1
27.3248, -0.0172, 1
27.3348, -0.0182, 1
27.3448, -0.0195, 1
27.3548, -0.0198, 1
27.3648, -0.0180, 1
27.3748, -0.0162, 1
27.3848, -0.0160, 1
27.3948, -0.0176, 1
27.4048, -0.0187, 1
27.4148, -0.0190, 1
27.4248, -0.0200, 1
27.4348, -0.0214, 1
27.4448, -0.0204, 1
27.4548, -0.0196, 1
27.4648, -0.0197, 1
27.4748, -0.0216, 1
27.4848, -0.0233, 1
27.4948, -0.0244, 1
27.5048, -0.0245, 1
27.5148, -0.0233, 1
27.5248, -0.0199, 1
27.5348, -0.0197, 1
27.5448, -0.0229, 1
27.5548, -0.0233, 1
27.5648, -0.0234, 1
27.5748, -0.0237, 1
27.5848, -0.0250, 1
27.5948, -0.0256, 1
27.6048, -0.0259, 1
27.6148, -0.0268, 1
27.6248, -0.0267, 1
27.6348, -0.0263, 1
27.6448, -0.0267, 1
27.6548, -0.0268, 1
27.6648, -0.0258, 1
27.6748, -0.0246, 1
27.6848, -0.0253, 1
27.6948, -0.0268, 1
27.7048, -0.0262, 1
27.7148, -0.0250, 1
27.7248, -0.0238, 1
27.7348, -0.0243, 1
27.7448, -0.0253, 1
27.7548, -0.0267, 1
27.7648, -0.0283, 1
27.7748, -0.0297, 1
27.7848, -0.0277, 1
27.7948, -0.0281, 1
27.8048, -0.0294, 1
27.8148, -0.0292, 1
27.8248, -0.0295, 1
27.8348, -0.0309, 1
27.8448, -0.0323, 1
27.8548, -0.0310, 1
27.8648, -0.0280, 1
27.8748, -0.0276, 1
27.8848, -0.0270, 1
27.8948, -0.0255, 1
27.9048, -0.0227, 1
27.9148, -0.0206, 1
27.9248, -0.0191, 1
27.9348, -0.0202, 1
27.9448, -0.0248, 1
27.9548, -0.0281, 1
27.9648, -0.0285, 1
27.9748, -0.0274, 1
27.9848, -0.0265, 1
27.9948, -0.0257, 1
28.0048, -0.0246, 1
28.0148, -0.0242, 1
28.0248, -0.0268, 1
28.0348, -0.0286, 1
28.0448, -0.0298, 1
28.0548, -0.0307, 1
28.0648, -0.0317, 1
28.0748, -0.0316, 1
28.0848, -0.0294, 1
28.0948, -0.0269, 1
28.1048, -0.0256, 1
28.1148, -0.0224, 1
28.1248, -0.0209, 1
28.1348, -0.0231, 1
28.1448, -0.0248, 1
28.1548, -0.0265, 1
28.1648, -0.0276, 1
28.1748, -0.0272, 1
28.1848, -0.0246, 1
28.1948, -0.0228, 1
28.2048, -0.0238, 1
28.2148, -0.0257, 1
28.2248, -0.0268, 1
28.2348, -0.0271, 1
28.2448, -0.0274, 1
28.2548, -0.0275, 1
28.2648, -0.0265, 1
28.2748, -0.0259, 1
28.2848, -0.0258, 1
28.2948, -0.0244, 1
28.3048, -0.0229, 1
28.3148, -0.0221, 1
28.3248, -0.0226, 1
28.3348, -0.0223, 1
28.3448, -0.0207, 1
28.3548, -0.0200, 1
28.3648, -0.0208, 1
28.3748, -0.0187, 1
28.3848, -0.0184, 1
28.3948, -0.0192, 1
28.4048, -0.0213, 1
28.4148, -0.0214, 1
28.4248, -0.0220, 1
28.4348, -0.0221, 1
28.4448, -0.0211, 1
28.4548, -0.0199, 1
28.4648, -0.0214, 1
28.4748, -0.0233, 1
28.4848, -0.0239, 1
28.4948, -0.0230, 1
28.5048, -0.0227, 1
28.5148, -0.0217, 1
28.5248, -0.0200, 1
28.5348, -0.0189, 1
28.5448, -0.0183, 1
28.5548, -0.0180, 1
28.5648, -0.0170, 1
28.5748, -0.0166, 1
28.5848, -0.0167, 1
28.5948, -0.0173, 1
28.6048, -0.0182, 1
28.6148, -0.0219, 1
28.6248, -0.0242, 1
28.6348, -0.0236, 1
28.6448, -0.0218, 1
28.6548, -0.0201, 1
28.6648, -0.0176, 1
28.6748, -0.0160, 1
28.6848, -0.0158, 1
28.6948, -0.0166, 1
28.7048, -0.0150, 1
28.7148, -0.0119, 1
28.7248, -0.0109, 1
28.7348, -0.0105, 1
28.7448, -0.0106, 1
28.7548, -0.0109, 1
28.7648, -0.0132, 1
28.7748, -0.0146, 1
28.7848, -0.0153, 1
28.7948, -0.0150, 1
28.8048, -0.0148, 1
28.8148, -0.0148, 1
28.8248, -0.0140, 1
28.8348, -0.0140, 1
28.8448, -0.0144, 1
28.8548, -0.0134, 1
28.8648, -0.0125, 1
28.8748, -0.0146, 1
28.8848, -0.0176, 1
28.8948, -0.0199, 1
28.9048, -0.0207, 1
28.9148, -0.0207, 1
28.9248, -0.0193, 1
28.9348, -0.0176, 1
28.9448, -0.0163, 1
28.9548, -0.0182, 1
28.9648, -0.0182, 1
28.9748, -0.0179, 1
28.9848, -0.0155, 1
28.9948, -0.0142, 1
29.0048, -0.0126, 1
29.0148, -0.0124, 1
29.0248, -0.0154, 1
29.0348, -0.0171, 1
29.0448, -0.0156, 1
29.0548, -0.0131, 1
29.0648, -0.0113, 1
29.0748, -0.0100, 1
29.0848, -0.0109, 1
29.0948, -0.0134, 1
29.1048, -0.0147, 1
29.1148, -0.0137, 1
29.1248, -0.0124, 1
29.1348, -0.0122, 1
29.1448, -0.0126, 1
29.1548, -0.0124, 1
29.1648, -0.0128, 1
29.1748, -0.0141, 1
29.1848, -0.0154, 1
29.1948, -0.0149, 1
29.2048, -0.0142, 1
29.2148, -0.0144, 1
29.2248, -0.0138, 1
29.2348, -0.0131, 1
29.2448, -0.0123, 1
29.2548, -0.0118, 1
29.2648, -0.0116, 1
29.2748, -0.0114, 1
29.2848, -0.0147, 1
29.2948, -0.0162, 1
29.3048, -0.0154, 1
29.3148, -0.0143, 1
29.3248, -0.0127, 1
29.3348, -0.0113, 1
29.3448, -0.0100, 1
29.3548, -0.0107, 1
29.3648, -0.0118, 1
29.3748, -0.0117, 1
29.3848, -0.0113, 1
29.3948, -0.0118, 1
29.4048, -0.0114, 1
29.4148, -0.0103, 1
29.4248, -0.0098, 1
29.4348, -0.0108, 1
29.4448, -0.0118, 1
29.4548, -0.0116, 1
29.4648, -0.0123, 1
29.4748, -0.0134, 1
29.4848, -0.0141, 1
29.4948, -0.0133, 1
29.5048, -0.0118, 1
29.5148, -0.0100, 1
29.5248, -0.0074, 1
29.5348, -0.0049, 1
29.5448, -0.0053, 1
29.5548, -0.0061, 1
29.5648, -0.0057, 1
29.5748, -0.0043, 1
29.5848, -0.0043, 1
29.5948, -0.0019, 1
29.6048, 0.0003, 1
29.6148, -0.0001, 1
29.6248, -0.0022, 1
29.6348, -0.0036, 1
29.6448, -0.0055, 1
29.6548, -0.0072, 1
29.6648, -0.0074, 1
29.6748, -0.0057, 1
29.6848, -0.0038, 1
29.6948, -0.0031, 1
29.7048, -0.0010, 1
29.7148, 0.0011, 1
29.7248, 0.0026, 1
29.7348, 0.0014, 1
29.7448, -0.0011, 1
29.7548, -0.0038, 1
29.7648, -0.0057, 1
29.7748, -0.0055, 1
29.7848, -0.0021, 1
29.7948, 0.0014, 1
29.8048, 0.0024, 1
29.8148, 0.0026, 1
29.8248, 0.0021, 1
29.8348, 0.0007, 1
29.8448, -0.0008, 1
29.8548, -0.0017, 1
29.8648, 0.0004, 1
29.8748, 0.0004, 1
29.8848, -0.0019, 1
29.8948, -0.0011, 1
29.9048, -0.0000, 1
29.9148, 0.0004, 1
29.9248, -0.0003, 1
29.9348, 0.0001, 1
29.9448, -0.0011, 1
29.9548, -0.0023, 1
29.9648, -0.0018, 1
29.9748, -0.0001, 1
29.9848, 0.0010, 1
29.9948, 0.0007, 1
30.0048, -0.0011, 1
30.0148, -0.0041, 1
30.0248, -0.0077, 1
30.0348, -0.0097, 1
30.0448, -0.0076, 1
30.0548, -0.0038, 1
30.0648, -0.0011, 1
30.0748, -0.0003, 1
30.0848, 0.0000, 1
30.0948, -0.0007, 1
30.1048, -0.0016, 1
30.1148, -0.0018, 1
30.1248, -0.0006, 1
30.1348, -0.0015, 1
30.1448, -0.0023, 1
30.1548, -0.0028, 1
30.1648, -0.0020, 1
30.1748, -0.0022, 1
30.1848, -0.0008, 1
30.1948, 0.0012, 1
30.2048, 0.0012, 1
30.2148, 0.0000, 1
30.2248, -0.0011, 1
30.2348, -0.0015, 1
30.2448, -0.0020, 1
30.2548, -0.0021, 1
30.2648, -0.0009, 1
30.2748, 0.0002, 1
30.2848, -0.0017, 1
30.2948, -0.0036, 1
30.3048, -0.0041, 1
30.3148, -0.0032, 1
30.3248, -0.0022, 1
30.3348, -0.0008, 1
30.3448, 0.0007, 1
30.3548, 0.0003, 1
30.3648, -0.0032, 1
30.3748, -0.0058, 1
30.3848, -0.0054, 1
30.3948, -0.0035, 1
30.4048, -0.0020, 1
30.4148, -0.0009, 1
30.4248, -0.0009, 1
30.4348, -0.0024, 1
30.4448, -0.0037, 1
30.4548, -0.0034, 1
30.4648, -0.0021, 1
30.4748, -0.0026, 1
30.4848, -0.0029, 1
30.4948, -0.0032, 1
30.5048, -0.0054, 1
30.5148, -0.0083, 1
30.5248, -0.0077, 1
30.5348, -0.0071, 1
30.5448, -0.0084, 1
30.5548, -0.0095, 1
30.5648, -0.0097, 1
30.5748, -0.0092, 1
30.5848, -0.0085, 1
30.5948, -0.0084, 1
30.6048, -0.0061, 1
30.6148, -0.0052, 1
30.6248, -0.0043, 1
30.6348, -0.0023, 1
30.6448, -0.0010, 1
30.6548, -0.0016, 1
30.6648, -0.0039, 1
30.6748, -0.0049, 1
30.6848, -0.0058, 1
30.6948, -0.0053, 1
30.7048, -0.0060, 1
30.7148, -0.0046, 1
30.7248, -0.0029, 1
30.7348, -0.0038, 1
30.7448, -0.0035, 1
30.7548, -0.0028, 1
30.7648, -0.0032, 1
30.7748, -0.0033, 1
30.7848, -0.0011, 1
30.7948, 0.0003, 1
30.8048, -0.0003, 1
30.8148, -0.0028, 1
30.8248, -0.0036, 1
30.8348, -0.0046, 1
30.8448, -0.0060, 1
30.8548, -0.0062, 1
30.8648, -0.0041, 1
30.8748, -0.0039, 1
30.8848, -0.0058, 1
30.8948, -0.0080, 1
30.9048, -0.0089, 1
30.9148, -0.0081, 1
30.9248, -0.0049, 1
30.9348, -0.0005, 1
30.9448, 0.0031, 1
30.9548, 0.0019, 1
30.9648, -0.0016, 1
30.9748, -0.0033, 1
30.9848, -0.0043, 1
30.9948, -0.0044, 1
31.0048, -0.0034, 1
31.0148, -0.0021, 1
31.0248, -0.0034, 1
31.0348, -0.0060, 1
31.0448, -0.0076, 1
31.0548, -0.0068, 1
31.0648, -0.0074, 1
31.0748, -0.0062, 1
31.0848, -0.0042, 1
31.0948, -0.0035, 1
31.1048, -0.0052, 1
31.1148, -0.0056, 1
31.1248, -0.0048, 1
31.1348, -0.0044, 1
31.1448, -0.0059, 1
31.1548, -0.0074, 1
31.1648, -0.0083, 1
31.1748, -0.0098, 1
31.1848, -0.0097, 1
31.1948, -0.0055, 1
31.2048, 0.0000, 1
31.2148, 0.0029, 1
31.2248, 0.0047, 1
31.2348, 0.0055, 1
31.2448, 0.0042, 1
31.2548, 0.0023, 1
31.2648, 0.0024, 1
31.2748, 0.0047, 1
31.2848, 0.0054, 1
31.2948, 0.0037, 1
31.3048, 0.0029, 1
31.3148, 0.0034, 1
31.3248, 0.0033, 1
31.3348, 0.0011, 1
31.3448, -0.0015, 1
31.3548, -0.0037, 1
31.3648, -0.0065, 1
31.3748, -0.0048, 1
31.3848, -0.0015, 1
31.3948, 0.0024, 1
31.4048, 0.0034, 1
31.4148, 0.0039, 1
31.4248, 0.0034, 1
31.4348, 0.0022, 1
31.4448, 0.0010, 1
31.4548, 0.0032, 1
31.4648, 0.0055, 1
31.4748, 0.0064, 1
31.4848, 0.0063, 1
31.4948, 0.0041, 1
31.5048, -0.0007, 1
31.5148, -0.0059, 1
31.5248, -0.0091, 1
31.5348, -0.0080, 1
31.5448, -0.0049, 1
31.5548, -0.0026, 1
31.5648, -0.0008, 1
31.5748, -0.0001, 1
31.5848, 0.0004, 1
31.5948, -0.0006, 1
31.6048, 0.0002, 1
31.6148, -0.0015, 1
31.6248, -0.0026, 1
31.6348, -0.0046, 1
31.6448, -0.0048, 1
31.6548, -0.0053, 1
31.6648, -0.0066, 1
31.6748, -0.0064, 1
31.6848, -0.0040, 1
31.6948, -0.0047, 1
31.7048, -0.0070, 1
31.7148, -0.0071, 1
31.7248, -0.0056, 1
31.7348, -0.0029, 1
31.7448, 0.0002, 1
31.7548, 0.0018, 1
31.7648, -0.0001, 1
31.7748, -0.0046, 1
31.7848, -0.0072, 1
31.7948, -0.0061, 1
31.8048, -0.0046, 1
31.8148, -0.0039, 1
31.8248, -0.0045, 1
31.8348, -0.0054, 1
31.8448, -0.0085, 1
31.8548, -0.0101, 1
31.8648, -0.0083, 1
31.8748, -0.0054, 1
31.8848, -0.0047, 1
31.8948, -0.0051, 1
31.9048, -0.0058, 1
31.9148, -0.0094, 1
31.9248, -0.0107, 1
31.9348, -0.0091, 1
31.9448, -0.0055, 1
31.9548, -0.0054, 1
31.9648, -0.0050, 1
31.9748, -0.0033, 1
31.9848, -0.0016, 1
31.9948, -0.0013, 1
32.0048, -0.0017, 1
32.0148, -0.0027, 1
32.0248, -0.0044, 1
32.0348, -0.0078, 1
32.0448, -0.0088, 1
32.0548, -0.0076, 1
32.0648, -0.0061, 1
32.0748, -0.0046, 1
32.0848, -0.0039, 1
32.0948, -0.0046, 1
32.1048, -0.0069, 1
32.1148, -0.0086, 1
32.1248, -0.0101, 1
32.1348, -0.0110, 1
32.1448, -0.0082, 1
32.1548, -0.0066, 1
32.1648, -0.0069, 1
32.1748, -0.0072, 1
32.1848, -0.0079, 1
32.1948, -0.0057, 1
32.2048, -0.0052, 1
32.2148, -0.0048, 1
32.2248, -0.0056, 1
32.2348, -0.0052, 1
32.2448, -0.0037, 1
32.2548, -0.0052, 1
32.2648, -0.0067, 1
32.2748, -0.0049, 1
32.2848, -0.0036, 1
32.2948, -0.0046, 1
32.3048, -0.0057, 1
32.3148, -0.0060, 1
32.3248, -0.0060, 1
32.3348, -0.0048, 1
32.3448, -0.0029, 1
32.3548, -0.0019, 1
32.3648, -0.0029, 1
32.3748, -0.0055, 1
32.3848, -0.0068, 1
32.3948, -0.0068, 1
32.4048, -0.0065, 1
32.4148, -0.0048, 1
32.4248, -0.0019, 1
32.4348, -0.0021, 1
32.4448, -0.0040, 1
32.4548, -0.0042, 1
32.4648, -0.0022, 1
32.4748, -0.0007, 1
32.4848, -0.0013, 1
32.4948, -0.0005, 1
32.5048, -0.0007, 1
32.5148, -0.0028, 1
32.5248, -0.0041, 1
32.5348, -0.0019, 1
32.5448, -0.0014, 1
32.5548, -0.0015, 1
32.5648, -0.0021, 1
32.5748, -0.0027, 1
32.5848, -0.0046, 1
32.5948, -0.0058, 1
32.6048, -0.0047, 1
32.6148, -0.0030, 1
32.6248, -0.0043, 1
32.6348, -0.0060, 1
32.6448, -0.0074, 1
32.6548, -0.0083, 1
32.6648, -0.0088, 1
32.6748, -0.0076, 1
32.6848, -0.0050, 1
32.6948, -0.0034, 1
32.7048, -0.0036, 1
32.7148, -0.0032, 1
32.7248, -0.0017, 1
32.7348, -0.0020, 1
32.7448, -0.0033, 1
32.7548, -0.0050, 1
32.7648, -0.0068, 1
32.7748, -0.0107, 1
32.7848, -0.0105, 1
32.7948, -0.0074, 1
32.8048, -0.0060, 1
32.8148, -0.0071, 1
32.8248, -0.0076, 1
32.8348, -0.0080, 1
32.8448, -0.0097, 1
32.8548, -0.0127, 1
32.8648, -0.0119, 1
32.8748, -0.0091, 1
32.8848, -0.0074, 1
32.8948, -0.0068, 1
32.9048, -0.0068, 1
32.9148, -0.0074, 1
32.9248, -0.0090, 1
32.9348, -0.0110, 1
32.9448, -0.0122, 1
32.9548, -0.0125, 1
32.9648, -0.0130, 1
32.9748, -0.0121, 1
32.9848, -0.0100, 1
32.9948, -0.0093, 1
33.0048, -0.0100, 1
33.0148, -0.0103, 1
33.0248, -0.0116, 1
33.0348, -0.0146, 1
33.0448, -0.0173, 1
33.0548, -0.0182, 1
33.0648, -0.0181, 1
33.0748, -0.0168, 1
33.0848, -0.0128, 1
33.0948, -0.0100, 1
33.1048, -0.0087, 1
33.1148, -0.0091, 1
33.1248, -0.0094, 1
33.1348, -0.0091, 1
33.1448, -0.0094, 1
33.1548, -0.0086, 1
33.1648, -0.0068, 1
33.1748, -0.0064, 1
33.1848, -0.0075, 1
33.1948, -0.0064, 1
33.2048, -0.0025, 1
33.2148, -0.0001, 1
33.2248, 0.0002, 1
33.2348, 0.0001, 1
33.2448, -0.0009, 1
33.2548, -0.0031, 1
33.2648, -0.0037, 1
33.2748, -0.0023, 1
33.2848, -0.0017, 1
33.2948, -0.0026, 1
33.3048, -0.0041, 1
33.3148, -0.0020, 1
33.3248, 0.0018, 1
33.3348, 0.0046, 1
33.3448, 0.0054, 1
33.3548, 0.0060, 1
33.3648, 0.0022, 1
33.3748, -0.0001, 1
33.3848, 0.0018, 1
33.3948, 0.0053, 1
33.4048, 0.0080, 1
33.4148, 0.0098, 1
33.4248, 0.0111, 1
33.4348, 0.0102, 1
33.4448, 0.0074, 1
33.4548, 0.0079, 1
33.4648, 0.0100, 1
33.4748, 0.0103, 1
33.4848, 0.0076, 1
33.4948, 0.0036, 1
33.5048, 0.0005, 1
33.5148, -0.0010, 1
33.5248, -0.0001, 1
33.5348, 0.0033, 1
33.5448, 0.0064, 1
33.5548, 0.0070, 1
33.5648, 0.0071, 1
33.5748, 0.0084, 1
33.5848, 0.0081, 1
33.5948, 0.0055, 1
33.6048, 0.0043, 1
33.6148, 0.0047, 1
33.6248, 0.0037, 1
33.6348, 0.0015, 1
33.6448, -0.0007, 1
33.6548, -0.0009, 1
33.6648, -0.0023, 1
33.6748, -0.0008, 1
33.6848, 0.0038, 1
33.6948, 0.0058, 1
33.7048, 0.0031, 1
33.7148, 0.0021, 1
33.7248, 0.0025, 1
33.7348, 0.0047, 1
33.7448, 0.0052, 1
33.7548, 0.0064, 1
33.7648, 0.0063, 1
33.7748, 0.0042, 1
33.7848, 0.0006, 1
33.7948, -0.0004, 1
33.8048, -0.0001, 1
33.8148, -0.0009, 1
33.8248, -0.0020, 1
33.8348, -0.0031, 1
33.8448, -0.0051, 1
33.8548, -0.0070, 1
33.8648, -0.0061, 1
33.8748, -0.0034, 1
33.8848, -0.0009, 1
33.8948, -0.0005, 1
33.9048, 0.0005, 1
33.9148, -0.0002, 1
33.9248, -0.0024, 1
33.9348, -0.0043, 1
33.9448, -0.0035, 1
33.9548, -0.0040, 1
33.9648, -0.0052, 1
33.9748, -0.0053, 1
33.9848, -0.0047, 1
33.9948, -0.0045, 1
34.0048, -0.0035, 1
34.0148, -0.0014, 1
34.0248, 0.0005, 1
34.0348, -0.0034, 1
34.0448, -0.0079, 1
34.0548, -0.0091, 1
