Time, C050, C051, C052, C053, C054, C055, C056, C057, C058, C059, C060, C061, C062, C063, C064, C065, C066, C067, C068, C069, C070, C071, C072, C073, C074, C075, C076, C077, C078, C079, C080, C081, C082, C083, C084, C085, C086, C087, C088, C089, C090, C091, C092, C093, C094, C095, C096, C097, C098, C099, C100
136.5,17838.66,21633.23,-25493.12,35277.14,-4133.662,-34751.86,18176.88,-18893.44,33586,28274.66,21404.38,33377.64,11218.84,13483.72,25343.62,45287.4,27203,15707.84,39209.11,3984.681,36708.08,-4808.906,27853.72,7613.431,73140.12,18299.36,18486.92,49929.1,69.58,97900.81,22726.33,6552.084,36142,76121.72,24762.02,34501.01,-46922.11,23528.15,25152.54,-83223.65,-37815.71,9221.324,44016.11,14087.04,86373.3,25576.91,55292.77,5002.547,6271.33,82001.31,48455.69
136.55,37021.95,29937,-5032.941,36866.38,-3665.777,-4096.767,-14923.31,-35230.86,21712.93,8201.021,47624.48,-2834.115,8196.119,349.6157,13917.54,21971.78,45819.47,6862.29,36019.51,-5808.202,37218.89,15283.9,38973.85,17466.14,26263.61,2262.15,-4876.925,13656.47,22381.09,89996.66,11824.22,23252.25,13495.22,66045.88,30588.31,36404.38,-26459.1,-32228.82,2062.998,-76547.75,-35726.95,42717.04,36565.35,4066.147,61277.04,14018.51,-16277.08,-22982.01,3388.745,72987.59,48673.11
136.6,28771.22,12816.17,-8843.148,23951.95,-9917.554,-18469.76,3220.796,-5034.538,31590.7,15002.65,67902.78,21785.89,6712.519,3053.169,11374.9,33479.79,36859.85,27198.51,24106.84,18150.41,40844.7,10750.02,34720.39,8766.525,58821.34,669.0837,22445.93,42134.78,22753.4,84777.27,25598.95,30575.82,13033.3,55208.53,19663.52,46229.63,-36642.64,-16869.79,4163.155,-49488.38,4946.328,28056.87,19017.35,-21381.65,68217.38,266.2971,12036.2,-12898.31,5628.417,60913.53,56618.12
136.65,34330.27,27435.62,-21512.14,40979.14,-20439.87,-32763.76,4228.355,-2564.079,51488.29,22192.28,72966.02,21888.07,-576.7944,6923.019,14878.34,23607.56,59233.64,44980.87,6426.18,17939.39,31966.91,3724.991,53575.65,-4998.711,21514.34,6025.863,28259.02,50938.04,-1182.192,58036.23,27281.06,43898.3,10295.53,67580.32,8743.779,65292.66,-36050.91,-29203.22,24374.56,-50032.84,11382.96,-406.7196,30134.9,419.1252,64249.79,11074.88,36542.86,-3635.327,21048.72,83384.17,46551.25
136.7,31069.27,38437.12,-21815.1,48862.2,10119.74,-25987,11202.71,-13532.58,38142.74,18506.71,82056.01,-16392.68,22693.77,-16135.32,5583.388,11785.79,57342.7,35247.47,24573.29,26421.95,41211.93,18766.46,62561.39,-4260.146,46282.56,17710.75,40936.25,57326.4,25990.95,77370.84,-19376.1,-8260.663,6283.76,40338.36,18716.32,38650.52,-29133.15,-48614.06,21316.73,-72479.96,-5106.728,21721.93,21750.59,-9799.994,56903.07,-23411.05,38762.7,-8123.833,23143.34,64499.18,50067.7
136.75,16347.23,18907.72,-22717.74,45389.05,12186.96,-19391.04,42824.04,-8688.427,49895,41797.38,64522.85,-23406.53,4612.403,-18076,26476.71,32388.43,49574.63,37814.18,17542.95,46808.65,30996.05,7304.669,30170.34,4628.146,37620.27,-20445.86,30631.56,42649.85,12891.33,51383.52,1875.547,23431.52,14798.05,45541.9,25239.22,39552.82,-35765.63,-13102.41,10149.82,-58345.7,11315.1,7788.527,13345.96,-7853.254,29497.04,-21908.94,29888.42,-5240.494,3269.977,76229.26,28543.81
136.8,18719.93,13534.83,-10955.6,40549.72,11012.64,-40022.55,49843,1849.398,48432.52,57744.32,124072.3,-44957,16160.61,17012.58,60572.23,32388.19,66294.88,52743.2,37909.3,61077.24,53687.12,22874.63,81347.63,-10895.21,46109.61,26289.27,11600.06,38661.71,46241.32,44425.57,-5700.291,41840.84,-8806.446,33318.01,-150.937,64786.39,-46082,6575.135,45227.96,-77094.45,15561.92,5889.88,7024.551,-42707.1,34744.09,6986.658,25431.62,-13236.65,-4766.218,76999.05,60171.74
136.85,20214.68,15413.25,-29925.03,38909.47,8216.552,-1068.536,73706.8,-13398.18,52163.58,10445.14,93310.91,-12380.47,17446.84,-9603.472,39494.74,35226.78,63895.28,35659.36,7496.827,77017.38,46616.27,26048.75,43004.86,-27434.49,39562.57,3281.469,64392.41,44537.58,18500.34,52665.29,-6530.501,41713.08,13346.74,45565.07,27712.42,50421.71,-21153.5,541.1922,13812.68,-60392.11,7002.351,2878.234,-9188.93,-13703.41,80528.59,5849.342,47856.21,1395.756,13000.07,77441.95,52165.71
136.9,15747.54,11685.26,-30602.13,46676.61,15056.41,8355.536,48976.86,-9381.659,41480.52,-7814.145,76504.22,-9431.26,-25993.32,8657.74,32077.76,32609.99,80509.87,39351.92,32607.77,57126.93,54662.95,4272.092,34874.88,-34400.49,38858.63,10987.64,39680.51,38279.18,14654.59,43462.92,-9136.757,24465.89,-38.93395,34911.55,715.3534,46968.02,-34557.25,3132.462,7512.933,-46537.45,17817.49,20101.98,13521.75,-29554.23,42237.78,-17107.88,28898.19,16895.05,4345.876,75467.19,34872.99
136.95,15003.29,-3560.375,-30278.83,43877.73,12239.17,13768.14,53156.19,-6984.589,46384.02,-1723.276,89825.75,-3641.427,14389.53,-378.9589,45251.8,36493.76,73205.18,14577.5,23792.47,85421.56,28744.83,24540.59,29488.72,-3594.225,42956.78,19578.81,65332.6,47711.4,-1487.437,31177.82,1553.605,35683.48,-8537.116,31912.98,3324.969,39297.58,-24427.52,5373.065,-7332.662,-44431.61,9280.15,2817.74,-1163.293,-27064.62,31556.03,-23622.5,37803.44,18547.27,-21096.25,84689.91,40413.23
137,5231.861,19967.18,-2025.249,42323.72,26543.48,-6726.766,24394.74,-18857.86,46141.82,-10349.02,80121.76,-11943.07,50085.2,-15169.1,33060.74,27638.64,55125.38,41932.61,64902.04,73794.01,53149.75,12756.64,34381.48,-21921.38,53602.9,6656.133,62103.34,49471.6,15145.21,33981.64,-15440.38,15931.21,4590.95,39649.26,-23257.24,58828.36,-23166.9,-3968.991,10067.12,-45915.26,17094.63,-21361.03,295.1823,-36813.82,46894.57,-7320.322,62216.52,19068.33,-1612.428,74333.44,59606.17
137.05,29353.02,3353.549,-24494.66,62770.54,27581.45,15507.66,48094.42,-3466.083,56437.91,-19497.56,60193.59,4275.397,25596.11,-29112.79,18888.17,51960.32,77420.21,34931.32,16343.23,79563.59,69657.08,27868.61,39381.09,-25273.31,37487.41,1555.756,88073.27,30859.09,37151.93,40530.73,-3510.606,27592.89,-7676.943,29635.15,1674.918,62109.43,-6892.628,20071.49,17034.98,-48755.49,1308.23,1458.831,-3338.148,-14721,47621.07,-17516.77,69709.41,39459.51,10771.18,83305.22,66283.73
137.1,28725.58,19464.7,16081.04,30891.12,12337.07,-11965.1,41425.71,-4410.375,53258.3,14215.4,87343.3,-5234.788,28462.14,27294.63,32676.15,60731.44,82091.7,27234.22,9704.711,61541.98,72813.63,38073.15,43243.15,-556.8049,50407.3,7926.625,90104.66,32827.45,18972.35,44003.05,-8578.907,-4067.078,5916.351,62550.51,23041.25,73398.89,-27435.25,4144.269,4886.723,-50405.15,10798.5,12319.38,21568.61,-10512.79,38994.29,-20495.15,69190.42,55896.09,-3514.568,98088.73,45985.92
137.15,28238.56,-7818.481,-7901.969,51578.33,13231.58,24061.98,52537.21,-3483.385,48780.97,5057.588,84734.44,-2321.117,38953.44,21201.18,23375.3,70159.31,75312.61,69285.98,12528.8,66202.95,82967.34,44178.66,63196.51,-22949.16,45427.28,16558.97,74101.55,10361.03,32430.89,62624.36,-13001.24,10755.42,20123.76,53974.22,25348.41,99080.16,-6578.228,16516.27,14698.42,-42195.58,18261.26,-6438.166,21544.27,12618.5,54404.48,-15032.23,78302.04,52555.75,19566.61,86570.69,48259.93
137.2,41462.93,1962.226,588.8424,35632.62,20971.66,27227.82,52536.83,4517.193,60223.94,18672.38,87326.2,9643.854,45976.97,31924.34,4041.836,97712.97,61596.59,82575.19,38666.46,81307.39,94722.66,50204.95,67499.37,-26938.26,67035.46,21166.13,68032.24,23810.27,25489.69,62427.38,2389.648,16015.19,5679.675,44722.23,28137.42,130599.4,7838.005,24805.46,12355.52,-27266.3,10026.5,10496.26,14632.7,9267.159,48899.38,-4602.251,90000.77,29037.72,-1969.687,71728.12,35831.98
137.25,53091.27,24078.32,33268.82,78541.09,33645.61,20810.6,68386.95,4978.279,63603.19,21773.65,90023.43,18724.61,72319.22,57277.76,10085.63,106908.4,98716.77,66738.02,40604.22,62899.61,87762.92,53968.23,84420.2,-23377.4,76663.98,54116.44,85962.92,47675.73,30512.46,81894.95,-7000.034,16972.28,27986.89,68524.46,29386.19,131159.5,-3360.048,33338.66,23197.64,-35074.1,45974.91,-9787.974,14516.92,20129.93,65426.54,14844.89,106998.2,50627.47,38713.07,93391.38,69078.02
137.3,36481.29,17948.44,58416.63,57280.21,22407.68,23914.21,63003.25,-11962.2,84727.36,48135.58,120172.5,29117.56,80495.21,42639.29,21879.87,127157.7,126459.7,98956.02,50660.64,63841.96,109941.9,72444.12,82089.17,-8012.538,94557.59,32015.25,118229.4,50541.23,45022.06,70574.61,-24909.33,-7438.834,36427.33,87865.55,27509.73,161276.6,-4227.51,72232.53,24138.02,-52890.75,37774.34,5619.141,5166.2,17714.2,83232.67,27700.21,105036.3,72732.02,64476.11,90231.79,100631.3
137.35,36993.76,44470.57,54279.32,89680.58,11552.73,90685.95,68846.77,-19999.8,99453.95,68180.11,125969.1,52401.27,113662.5,111179.7,66096.45,170702.4,117506.3,109672.4,63695.63,90815.04,148029.6,108247.2,115087.2,-5706.146,102432.1,40312.26,133472.6,56752.89,66438.84,95601.67,-18058.26,33899.35,30354.74,100776.6,41447.95,173848.8,28462.13,91680.81,31740.98,-14188.36,74420.18,25424.79,32666.93,57028.46,91871.37,77502.82,135908.7,102979.8,59654.47,130266.7,102765.3
137.4,42547.67,61170.17,47060.17,111213.1,44773.71,78989.97,101953.3,131.8083,84650.51,67072.9,106422.9,79021.05,128880.4,130192.4,86955.52,158443.7,102346.3,107019.8,65073,104745.1,144817.8,112421.3,112828,8843.723,99962.31,22285.7,124921.7,36979.61,67731.61,111913.4,-5138.503,1462.779,60777.9,86011.28,28292.76,158309.9,46336.69,67693.54,8020.024,-5517.594,72375.35,8205.142,6075.231,58314.89,90396.23,69840.94,162864.3,94359.5,68962.49,109570.6,91731.72
137.45,55386.71,69906.56,92178.73,110215.3,28594.19,95335.72,85014.84,-942.1076,108346.7,110902.3,127404,92086.66,115868.1,134318.8,75836.28,168104.5,124703.4,116558.3,72141.37,97951.77,168896.2,128775.8,126205.9,5756.58,107527,30680.83,138145.8,55320.24,86930.66,119598.4,-15778.74,21642.74,78711.59,110749.8,52276.09,130718.8,74120.3,104282.5,71464.92,-21209.69,79225.79,18546.63,8877.229,65920.22,120048.4,80780.03,193250.3,117923.3,84811.55,120303.3,114234.1
137.5,67648.91,76956.09,124380.4,107593.4,57608.81,95786.59,90457.21,-13498.2,130426.3,121029.4,131704,103011.4,137042.2,153628,109427.4,183779.1,152416.6,152093.9,90128.97,146852.9,188767,155951.9,167723.8,2806.531,163112.8,12011.45,152782.6,54257.4,97224.51,148470.7,-7547.307,29964.23,100686.1,159302.6,40297.91,171271.9,65363.89,105726.2,86275.52,-8564.691,96497.12,21383.52,16057.04,91716.93,132393.3,107369.2,221805.9,114871.7,133684.2,115085.4,116455.7
137.55,64649.91,81731.03,131079.6,86492.64,61262.71,66314.74,112571.8,-16459.81,130516,100111.1,149336,100505.9,133569.8,138631.9,99448.42,154209.3,159609.3,116245.3,82989.58,125188.3,207271.8,149612.8,150840.2,-18174.54,179000,33191.44,165314.6,62450.21,92182.9,124422,-12047.84,43557.5,89160.97,177333.2,21472.64,150559.9,48623.18,137424.8,70150.73,-4653.179,90823.52,18897.61,8225.386,96701.57,133870.6,100865.1,181493.2,118751.2,137410.9,79186.5,125610
137.6,58775.04,98094.55,139470.8,88925.95,59495.77,97666.93,100076.1,2070.877,119059.8,101671.6,156175.7,107979,141208.7,135507.1,110457.6,151848.5,194422.9,117723.8,92465.36,138674.5,222662.9,140406.3,192985.4,359.8257,185200,29291.07,154562,77742.2,94137.49,158191,-11766.92,44994.32,86956.73,197265.5,52176.91,174872.2,46991.85,119302.7,81024.02,-6083.608,90928.01,-8662.94,24225.48,83866.71,147654,128359.9,191634.7,113562.8,161116.2,89932.76,117665.6
137.65,80100.1,95941.34,113313.7,101394.4,45311.42,116008.8,120233.8,13821.7,113400.3,107671.5,158003.8,124330.2,143381.9,164042.8,110037.9,151808.8,195014.5,136366.3,113833.9,154020.4,232486.8,124172,183903.6,23978.4,213124.7,43971.89,187878.9,95925.71,86204.25,171475.9,-6004.867,59848.73,98622.76,199224.1,57672.43,187942.1,35869.29,140514.1,79496.59,-11490.09,82498.48,39392.05,20304.13,95417.42,186139.3,120755,183113.9,121376.1,140370.4,105015.2,125181.6
137.7,86567.63,94877.51,107430.9,99962.95,67983.23,88723.04,101171.1,-7259.929,125609.8,77717.16,132764.8,119679.8,154505.7,137656.8,113535.9,159939,207220.8,135854.3,102582,139576.6,223479,132394.5,181757.4,18005.91,220514.3,32569.34,187446.6,88569.03,112320.5,184073.5,-3315.925,53214.74,82186.23,180769.7,37774.26,193495.9,10545.72,120409.9,68852.9,12107.7,100646.2,10706.67,21584.33,124438.3,164668.3,119389.5,177142.8,148103.3,163523.4,107997.8,137001.5
137.75,82252.3,94536.25,107828.3,73671.62,67835.56,79771.36,95188.11,-18188.91,142431.5,112370.7,141709.7,133012.6,137551.6,106004.3,108152.2,141787.2,192818.5,132233.4,96889.6,99251.59,244327.6,131801.7,215778.3,20600.03,208093,56127.52,174169.1,127976.7,92787.45,172452.5,-10882.29,57601.03,64377.3,196007.2,22522.58,193302.2,13277.12,114310.3,51569.48,6417.181,112448.8,10083.21,10402.98,134044.8,163012.5,84853.63,166923.7,128771.3,168986.8,135852.4,139296.4
137.8,71500.9,77128.4,112457.4,76812.48,74616.64,70163.27,82607.37,-4490.386,131470.3,110457.4,142981,108093,143075.7,109791.4,106049.4,132044.8,179281.5,120612.6,100275,84842.7,230268,97721.34,181961.3,21148.38,214862,50920.63,143697.9,102307.9,101016.9,200053.8,12173.27,71497.06,71910.92,189942.8,28638.26,183699,-8336.75,110111.4,77760.88,-13823.04,109915,-3661.465,16586.53,148973.8,155532.4,88667.66,162143.5,121824.1,161584.7,119478.5,122435.8
137.85,81283.35,76518.64,105007.2,94285.45,64463.49,58589.41,109752.8,3816.858,97847.82,128786.4,126435.1,101598.5,122795,92515.38,93972.25,142405.4,187746.3,117472.5,110404.5,104291.5,220564.4,77886.84,176981.9,31452.6,203341.3,47376.34,145037.5,92025.45,98565.2,217275.7,320.8524,67572.41,66126.52,171870.7,11880.34,174123.6,-1451.278,124182.7,101662.9,-22006.22,116846.4,6561.786,11415.87,138747.6,131974.2,84588.45,137461.6,110111,143125,101554,103954.9
137.9,65746.38,60016.96,89051.41,82319.23,51357.82,44926.22,95273.95,5044.119,90475.13,103579.4,140498.1,95778.34,114913.7,71044.04,95721.39,114994.4,166590,80683.86,92335.83,88318.64,200714.5,74204.41,172342.9,37043.36,184804.9,64009.59,126818.1,74703.88,65191.45,172786.7,32227.71,69635.99,58086.62,149788,20229.46,144853.6,-3445.864,108598.8,78982.48,-15948.57,93126.02,21781.87,24500.62,148737.9,134023.5,68559.2,114485.4,85364.34,146733.9,106928.2,89073.63
137.95,39651.55,53293.03,84678.65,71151.94,48610.2,29762.58,86167.14,-10094.25,82896.77,76359.77,103056.4,62154.29,86041.99,57650.13,90432.53,85381.56,142787.4,74308.73,87245.12,92048.88,161606.5,56490.59,137871.7,35502.99,178981.8,73796.95,103148.4,80786.86,71158.18,160572.9,32576.46,60021.84,48312.81,158759.6,17569.92,116896.1,-20588.58,92373.65,69999.16,-7146.874,103197.7,2426.708,12736.41,104133.3,101866.3,56780.46,84205.56,82559.05,122617.1,107421.8,80965.13
138,26480.95,47164.13,76061.53,30123.91,6982.442,35453.99,68530.06,-28954.19,95491.23,83383.92,75285.33,47249.2,79298.32,42556.86,86007.18,55847.16,153526.1,86270.21,83430.98,69889.01,169050.7,51952.57,132034.5,23828.59,174266.7,66560.57,80233.57,68167.72,55839.84,136035.9,15815.61,47438.45,36873.46,134141.8,5606.686,145090.7,13822.87,70536.71,61036.81,-5302.061,69352.83,20182.66,-4878.635,137951.5,107112.5,64197.09,90112.17,76294.59,155495,114568.8,43630
138.05,22332.68,33132.14,74324.33,51507.88,18393.45,63977.55,79118.12,16904.8,99198.92,68034.02,89489.91,88906.34,51686.87,61172.64,82328.1,72205.07,130351.9,72181.01,70241.52,72543.19,165686,85894.13,117588,17014.15,154432.5,66120.42,44910.39,46054.63,28270.29,123383.7,22614.42,58568.81,38572.97,105950.7,1906.159,112971.3,17016.58,66315.38,28077.9,10807.33,112844.1,-16189.5,-15106.75,134697.7,74804.16,46170.49,87386.81,64512.84,125406.5,112380.7,36235.93
138.1,25170.92,21094.91,65115.48,24089.02,21120.17,29889.54,103184,2766.034,102993.8,75041.61,109095.3,70690.63,55177.91,33206.57,96677.2,65903.53,115689.6,50566.96,73463.63,104372,155311.7,68208.95,122161.7,7303.157,156052.7,70516.91,30709.63,54476.32,53024.54,98245.98,41069.98,55181.07,58184.1,88957.34,4344.25,100105,11445.13,82539.85,33215.11,19744.04,67547.97,14512.01,-10496.94,107688.3,76631.59,37982.82,98469.37,55178.72,134757.4,91844.09,61357.47
138.15,31274.52,31441.48,52435.07,11119.07,17928.87,25724.54,75211.27,-4427.378,83111.08,55977.34,96457.16,55574.88,50630.86,16845.7,100977.6,44209.23,134649.6,69595.82,50686.75,92930.92,150921.8,69551.87,116463.4,1526.749,151992.5,53322.23,41467.57,60988.02,51941.69,89040.98,14039.03,37055.6,37326.4,89050.95,16911.65,84988.98,13965.19,56438.02,24703.12,18688.26,61141.7,23694.33,-13253.82,81705.83,85920.25,42236.84,74819.5,55906.95,129324.3,90814.61,66330.7
138.2,39262.46,10258.49,62161.44,14519.16,3824.741,50863.15,71991.13,7334.979,104508.1,51071.71,62113.78,74118.54,57839.78,1734.063,95705.64,47984.55,134943.2,65869.6,42515.57,100930.1,172762.4,39830.54,110369.4,-6502.679,183581.1,58873.26,27534.41,45301.28,45424.04,80473.66,6734.891,35296.85,39339.43,77174.67,8783.723,91625.08,17130.47,78654.62,37957.43,15115.29,76001.28,8259.999,-12512.09,77969.05,91639.73,21755.1,79137.84,44956.39,121091.3,83238.3,47131.54
138.25,45907.48,18142.71,57778.05,21258.69,-7110.833,38336.9,63658.07,-2752,115666.9,40450.15,84435.66,59815.41,46892.28,51779.89,110701.5,39900.39,136693.7,67316.73,55774.54,76371.4,190587.7,56401.25,125074.3,5144.371,168571.4,39144.78,33560.42,29969.95,24979.02,78323.67,22421.19,64961.37,34364.64,117552.2,-2559.973,114345.5,-307.9355,67471.06,18098.55,22482.4,73395.92,23651.06,-20043.76,62553.13,122125.3,13361.51,77207.49,40695.93,114570.1,91674.8,58804.19
138.3,41754.95,18876.69,63120.61,28496.07,4388.883,53715.24,66463.76,-14014.6,101517.4,27863.77,89559.75,61661.58,38377.74,34601.84,113547.2,66112.14,160039.4,56873.69,69423.72,118341.4,183460,51048.05,136981.3,-6104.622,184138.5,44784.19,44195.76,40290.3,28627.69,81638.95,8719.323,72643.62,30613.79,134564.3,-3053.547,93217.64,646.9864,60076.6,33793.39,32118.93,74152.82,20922.75,-12593.34,49948.34,113338.3,36397.82,84992.23,34023.92,126986.8,69883.29,57153.96
138.35,28897.5,16509.02,73707.34,12732.72,27257.72,33005.86,51483.3,114.6593,84228.25,23628.47,78475.11,60401.49,40669.48,23678.44,106604.5,39534.68,133132,63936.63,78160.07,104186.2,152859.4,43415.35,117144,20119.02,164939.8,32828.46,45621.28,53145.24,36106.17,88102.79,4224.66,50742.36,20436.81,112413.3,1124.847,87807.14,8316.983,46067.32,18063.92,-10597.7,56403.94,25574.45,-23316.21,56629.55,109654.8,27951.93,78315.09,31053,122441,82228.58,46372.25
138.4,37000.61,-3580.805,36689.61,3285.674,-14222.07,25549.61,32975.92,-14138.76,93330.21,23821.74,64447.95,41966.92,14469.91,12486.11,103691.9,23941.16,115296.8,39912.54,52014.84,50081.78,154957.7,27839.59,87293.62,5717.124,156438.7,15464.36,3310.415,35732.67,-3403.919,62141.18,425.1304,38837.23,1481.662,128446.9,-2449.196,59698.26,29013.54,48557.73,20306.98,-8053.571,81580.59,31563.7,-17183.54,77154.69,82758.31,25776.63,34124.2,9371.745,96450.13,51330.7,45674.75
138.45,39717,-1826.274,38104.58,26465.18,6385.11,20783.81,59683.26,-8097.931,70271.45,22621.85,71482.45,56770.86,26397.84,23783.62,106554,59971.83,146860.9,22963.97,66189.54,76925.36,131668.5,47258.93,127337.8,19240.37,144655.7,26894.36,19048.81,38862.85,15681.77,78231.27,22430.58,50534.59,24043.1,116256.3,-10800.58,64735.45,47504.09,106953.2,39208.23,-4208.354,69120.2,34163.12,-18625.51,71813.1,110701.2,44401.28,53099.7,34370.93,121647.6,86826.28,42142.54
138.5,56901.5,19263.63,74062.93,30307.73,10996.23,63004.71,91185.23,18.82573,77064.88,38348.41,106388.9,71809.27,42283.78,45713.62,108091.2,75161.4,157624.6,22901.51,86332.77,121746,142143.8,41971.48,138600.8,13432.9,161799,10283.19,71905.29,44199.32,32743.26,115411,24087.21,65552.36,14581.98,140789.3,493.438,82195.44,46519.95,122468.9,46870.3,11398.01,59310.21,46327.11,-22534.06,115582.9,118148.5,66808.13,45342.98,21147.58,135662.6,118752.3,29796.98
138.55,103106,26118.67,77642.22,56784.38,6968.495,56680.2,93341.61,-13664.49,95273.81,44786.34,95846.52,102677.3,51449.68,57998.61,113719.1,98974.73,178952.9,40582.91,80833.23,110896,154544.5,82045.41,152657.3,-4739.091,161384.8,37745.61,53114.4,47236.95,31228.17,130751.8,20435,67894.22,23203.26,106441.1,47527.15,62517.38,38107.77,91212.77,52829.3,6934.629,91737.91,35156.22,-39731.67,112321.5,132578.6,57147,59857.95,38701.5,138184.4,103138.2,38308.38
138.6,99576.73,52292.7,83650.2,46019.77,9261.137,27823.94,82389.76,-19197.15,92618.21,42319.57,94562.52,93813.58,83347.34,52800.89,112885.9,65928.38,166652.3,45091.39,49833.46,84086.09,143229,78843.27,128016.7,18114.28,156997.9,26492.4,61116.36,62084.24,39643.11,129702.5,10343.13,41043.16,11645.78,131104.7,30063.34,64680.11,42913.8,69659.16,58596.4,-15400.88,80817.76,19118.68,-46194.27,99146.92,159885.3,39414.25,75736.02,65415.77,143272,103603.2,31220.31
138.65,63217.38,66653.26,61330.16,53797.14,-2981.669,15490.48,70429.46,-16036.85,99816.22,31189.66,73941.33,95446.63,72993.18,19717.64,94177.68,72987.67,128942.6,40408.84,41408.2,89457.88,145113.1,76076.61,98714.09,7321.983,140763,25346.13,40967.62,63732.02,24782.94,106792.8,12853.17,52720.6,9374.07,85456.7,12582.71,64682.2,20560.28,86124.44,51416.02,-17926.53,99975.08,4787.144,-24919.25,94715.09,122444.2,33931.02,78804.95,50125.57,122725.5,107777.5,43853.45
138.7,35222.97,35701.35,39976.62,34689.8,16207.21,18573.58,87942.78,22858.86,76401.38,27431.74,67433.63,48441.16,62413.73,38812.44,92902.51,51032.34,113046.9,36004.75,49445.68,95231.23,125398.1,47944.54,86036.55,19044.89,122023.3,32446.95,54562.41,59522.09,23151.33,94072.54,4228.359,56584.95,16487.64,92057.4,-15565.6,44461.02,1244.525,82082.87,34867.8,-24823.13,65645.84,-5431.706,-27701.48,75389.05,113915.8,12155.13,57021.67,51283.81,115779.5,95536.12,52227.14
138.75,20421.6,44382.84,34842.76,18016.2,789.4133,-5942.742,59059.55,-3995.008,58216.43,13732.21,65794.67,57899.01,51895.31,-546.3536,67065.05,57715.61,81568.06,18705.47,48990.8,70240.07,77732.3,52921.56,61567.52,-5253.059,97208.92,12558.75,26210.92,59160.67,-81.016,65422.37,3069.532,35069.94,13903.79,54918.07,-33137,2525.045,13465.15,54808.21,34318.8,-21393.82,71258.28,-27992.38,-33271.21,50401.62,94918.66,-3993.18,38139.05,32237.61,89616.47,66221.92,18464.01
138.8,4123.273,43830.29,17303.3,17768.72,-11883.08,3620.969,17832.94,6332.949,25002.69,13010,18536.83,54623.55,31340.61,6374.861,55176.11,41827.33,66863.06,9700.312,17874.99,40940.25,71461.32,22161.86,19949.39,16091.76,68073.09,16210.83,9337.147,70517.67,6620.157,45517.37,1071.025,51408.61,-3794.26,50143.71,-32328.14,14615.81,18308.75,46768.39,9055.715,-23552.68,33664.93,-28058.93,-31121.87,34720.64,90866.05,-16831.61,4651.161,31190.19,74224,42099.93,-11020.45
138.85,7948.061,27117.21,23433.3,6733.207,-33228.94,1875.68,16170.61,14628.96,57978.32,-7867.195,22265.56,35812.3,24258.2,28349.03,37433.31,37182.84,47759.37,7046.218,9625.384,35653.37,70303.55,11002.54,17152.79,9340.248,61772.4,17120.93,-177.6402,34272.54,-8568.009,30198.38,13961.01,30745.09,6850.009,23463.68,-44928.41,-18260.96,28850.62,36507.85,7918.124,-33013.58,27112.75,-24924.85,-39384.41,46086.2,67375.68,-22208.3,21026.57,18197.69,82679.52,28660.89,-15704.53
138.9,-29527.63,16218.59,31697.7,256.7337,-26821.97,-14056.95,18293.23,4688.976,18125.15,-7201.847,12846.21,26575.49,14039.01,-16654.28,31941.64,18698.62,24507.65,-3308.789,16398.85,4349.456,61618.34,-26348.38,-8383.714,5997.943,53005.82,13432.44,-19884.19,24656.78,-23153.26,29177.06,-4758.672,15117.93,5097.948,29581.56,-60298.52,-210.3882,11667,38346.27,2534.827,-37630.39,39371.33,-32275.57,-44856.86,26401.06,54166,-34398.3,-19348.69,13148.25,33640.76,21089.46,-16838.73
138.95,-26173.86,13459.01,-1705.398,-6815.805,-43120.36,-32296.59,11274.54,2962.278,27554.19,-13559.57,8588.619,17110.19,12934.48,-30503.13,21455.99,16049.38,14777.8,24424.96,-11228.08,-1767.89,58852.06,-17156.35,-11107.6,6266.973,38518.51,9311.489,-17185.57,19557.1,-44275,6387.012,5638.259,18515.72,-10902.77,31637.12,-62055.86,-3590.995,-3208.629,27670.44,-22611.65,-29426.25,-515.9956,-45826.3,-25061.94,21469.57,27285.24,-37462.38,-24730.67,40121.24,36803.09,10638.02,-33645.11
139,-51414.96,2596.873,-182.489,-17371.85,-52718.73,-4556.824,-1319.448,17192.02,20010.11,-29584.35,-1808.82,-2576.756,13082.95,-16895.9,10234.79,19437.28,-13253.96,-8300.976,-6462.384,-19128.67,1310.313,-29633.21,-38901.51,-12206.77,26441.36,-1804.419,-39718.96,15543.48,-55475.55,-17806.95,-3368.336,-6580.789,-16961.5,8154.945,-64696.04,-36160.42,29408.42,25923.17,-32499.05,-23805.23,-16162.37,-54172.11,-25522.15,-24250.78,17548.02,-69953.88,-32129.74,10705.27,18342.26,4524.514,-67788.08
139.05,-69971.1,-14195.74,-19224.01,-4507.753,-46830.34,-33882.83,-9839.948,5675.873,14181.54,-15438.4,-34398.67,-21351.79,-938.2658,-43006.8,1245.299,3612.434,-20722.66,-24552.97,-42368.55,-24118.81,2299.197,-52309.39,-43250.41,-6012.307,13147.48,-6206.679,-20872.2,17209.71,-53039.31,-36877.77,-21821.24,-12130.47,-18736.28,-2081.139,-71483.05,-42534.69,24012.36,21417.29,-44612.98,-37819.11,-11142.81,-56870.81,-28125.22,-25911.33,10505.87,-51557.24,-27196.21,-7466.338,15028.7,-6955.277,-77920.58
